2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,4162CV,BAT-CV,0.080,0.070,0.080,0.000,0.00,18,121
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,4162CW,BAT-CW,0.045,0.035,0.035,-0.010,-22.22,1,650
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,4162CX,BAT-CX,0.130,0.105,0.105,-0.025,-19.23,1,290
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,4162CY,BAT-CY,0.090,0.080,0.080,-0.010,-11.11,710
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,4162CZ,BAT-CZ,0.130,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,5248,BAUTO,1.540,1.530,1.530,-0.010,-0.65,43,164
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,5248C6,BAUTO-C6,0.005,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,5248C7,BAUTO-C7,0.040,0.010,0.010,-0.030,-75.00,19,050
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,5248C8,BAUTO-C8,0.060,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,0179,BIOHLDG,0.105,0.100,0.095,-0.010,-9.52,60,109
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,0179WA,BIOHLDG-WA,0.025,0.025,0.025,0.000,0.00,8,400
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,5196,BJFOOD,1.320,1.270,1.250,-0.070,-5.30,8,753
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,4219,BJLAND,0.155,0.155,0.145,-0.010,-6.45,32,428
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,1562,BJTOTO,2.240,2.230,2.220,-0.020,-0.89,11,065
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,9288,BONIA,0.735,0.720,0.690,-0.045,-6.12,382
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,9474,BRAHIMS,0.140,0.135,0.125,-0.015,-10.71,5,427
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7174,CAB,0.300,0.305,0.295,-0.005,-1.67,3,429
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7154,CAELY,0.330,0.335,0.335,+0.005,+1.52,40
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7154WA,CAELY-WA,0.150,0.140,0.145,-0.005,-3.33,150
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7128,CAMRES,0.220,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,5245,CARING,2.580,2.580,2.580,0.000,0.00,285
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,2836,CARLSBG,27.840,27.000,24.640,-3.200,-11.49,9,597
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,2925,CCB,1.500,1.480,1.450,-0.050,-3.33,735
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7035,CCK,0.450,0.445,0.415,-0.035,-7.78,14,093
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7035WA,CCK-WA,0.060,0.055,0.055,-0.005,-8.33,5,460
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7209,CHEETAH,0.300,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,2828,CIHLDG,1.220,1.200,1.190,-0.030,-2.46,378
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,5104,CNI,0.050,0.045,0.050,0.000,0.00,8,112
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,5188,CNOUHUA,0.030,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7205,COCOLND,1.830,1.830,1.770,-0.060,-3.28,657
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,03016,CRG,0.030,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7202,CSCENIC,0.805,0.805,0.805,0.000,0.00,697
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,9423,CWG,0.365,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7179,DBE,0.025,0.025,0.025,0.000,0.00,14,060
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7179WB,DBE-WB,0.005,0.005,0.005,0.000,0.00,500
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7119,DEGEM,1.080,1.070,1.070,-0.010,-0.93,125
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,5908,DKSH,2.450,2.400,2.390,-0.060,-2.45,635
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,3026,DLADY,41.180,41.080,40.200,-0.980,-2.38,58
